Colleges,Exam
"Accurate Institute of Management and Technology (AIMT), Greater Noida",UPSEE
"Ambalika Institute of Management & Technology (AIMT), Lucknow",UPSEE
Sanskar Educational Group,UPSEE
G.L. Bajaj Group of Institutions,UPSEE
"Allenhouse Institute of Technology (AIT), Kanpur",UPSEE
Babu Sunder Singh Institute Of Technology And Management,UPSEE
Shivdan Singh Institute of Technology & Management,UPSEE
MSRMC bangalore,COMEDK UG Medical and Dental Entrance Exam
MSRIT,COMEDK UG Medical and Dental Entrance Exam
Siddaganga Institute of Technology,COMEDK UG Medical and Dental Entrance Exam
PESCE Mandya,COMEDK UG Medical and Dental Entrance Exam
NMAM Institute of Technology,COMEDK UG Medical and Dental Entrance Exam
"CMR Institute of Technology (CMRIT), Bangalore",COMEDK UG Medical and Dental Entrance Exam
Christ University-Faculty of Engineering,COMEDK UG Medical and Dental Entrance Exam
NIE Mysore,COMEDK UG Medical and Dental Entrance Exam
BMSIT bangalore,COMEDK UG Medical and Dental Entrance Exam
MSRDC bangalore,COMEDK UG Medical and Dental Entrance Exam
KCDS bangalore,COMEDK UG Medical and Dental Entrance Exam
"AECS Maaruti College of Dental Sciences & Research Centre (AECS), Bangalore",COMEDK UG Medical and Dental Entrance Exam
S Nijalingappa Institute of Dental Sciences and Research,COMEDK UG Medical and Dental Entrance Exam
Bangalore Institute of Technology,COMEDK UG Medical and Dental Entrance Exam
D A Pandu Memorial RV Dental College,COMEDK UG Medical and Dental Entrance Exam
P.M. Nadagouda Memorial Dental College,COMEDK UG Medical and Dental Entrance Exam
MRADC bangalore,COMEDK UG Medical and Dental Entrance Exam
Sharavathi Dental College and Hospital,COMEDK UG Medical and Dental Entrance Exam
Global Academy of Technology,COMEDK UG Medical and Dental Entrance Exam
Dr. Ambedkar Institute of Technology,COMEDK UG Medical and Dental Entrance Exam
Kempegowda Institute of Medical Sciences,COMEDK UG Medical and Dental Entrance Exam
RNS Institute of Technology,COMEDK UG Medical and Dental Entrance Exam
Atria Institute of Technology,COMEDK UG Medical and Dental Entrance Exam
RRCE bangalore,COMEDK UG Medical and Dental Entrance Exam
PDACE Gulbarga,COMEDK UG Medical and Dental Entrance Exam
SRMSCET Bareilly,COMEDK UG Medical and Dental Entrance Exam
SJCE Mysore,COMEDK UG Medical and Dental Entrance Exam
"GITAM (Deemed To Be University) (GST), Bangalore",COMEDK UG Medical and Dental Entrance Exam
Sri Hasanamba Dental College & Hospital,COMEDK UG Medical and Dental Entrance Exam
BVBCET Hubli,COMEDK UG Medical and Dental Entrance Exam
Indira Gandhi Institute of Engineering and Technology for Women,KEAM - BE/B.Tech
Presidency University Bangalore,KEAM - BE/B.Tech
"College of Engineering (CET), Thiruvananthapuram",KEAM - BE/B.Tech
MEC Kochi,KEAM - BE/B.Tech
Adi Shankara Institute of Engineering & Technology,KEAM - BE/B.Tech
Federal Institute of Science and Technology,KEAM - BE/B.Tech
"Government College of Engineering (GCE), Kannur",KEAM - BE/B.Tech
Toc H Institute of Science and Technology,KEAM - BE/B.Tech
"Government Engineering College (GECW), Wayanad",KEAM - BE/B.Tech
"Rajiv Gandhi Institute of Technology (RGIT), Kottayam",KEAM - BE/B.Tech
Mar Baselios Institute of Technology and Science,KEAM - BE/B.Tech
"Government Engineering College (GECK), Kozhikode",KEAM - BE/B.Tech
BISHOP JEROME INSTITUTE,KEAM - BE/B.Tech
TKM Institute of Technology,KEAM - BE/B.Tech
John Cox Memorial CSI Institute of Technology,KEAM - BE/B.Tech
YCET Kollam,KEAM - BE/B.Tech
LBS Institute of Technology for Women,KEAM - BE/B.Tech
"Aryanet Institute of Technology (AIT), Palakkad",KEAM - BE/B.Tech
Vedavyasa Institute of Technology,KEAM - BE/B.Tech
Holy Grace Academy of Engineering,KEAM - BE/B.Tech
Christ Knowledge City,KEAM - BE/B.Tech
KITS Kottayam,KEAM - BE/B.Tech
ST. Thomas Institute of Science and Technology,KEAM - BE/B.Tech
"University College of Engineering (UCE), Thodupuzha",KEAM - BE/B.Tech
MES Institute of Technology and Management,KEAM - BE/B.Tech
North Malabar Institute of Technology,KEAM - BE/B.Tech
Cochin Institute of science and Technology,KEAM - BE/B.Tech
Malabar Institute of Technology,KEAM - BE/B.Tech
Al Azhar Group Of Institutions,KEAM - BE/B.Tech
Al Salama Institute of Architecture,KEAM - BE/B.Tech
AWH Kozhikode,KEAM - BE/B.Tech
GECI Idukki,KEAM - BE/B.Tech
NSS College of Engineering,KEAM - BE/B.Tech
SNGIST GROUP OF INSTITUTIONS,KEAM - BE/B.Tech
GISAT Kottayam,KEAM - BE/B.Tech
Sadguru Swami Nithyananda Institute of Technology,KEAM - BE/B.Tech
RSET Kochi,KEAM - BE/B.Tech
JEC Thrissur,KEAM - BE/B.Tech
"Ammini College of Engineering (ACE), Palakkad",KEAM - BE/B.Tech
SNGCE Ernakulam,KEAM - BE/B.Tech
VAST Thrissur,KEAM - BE/B.Tech
JCET Ottapalam,KEAM - BE/B.Tech
NCERC Thrissur,KEAM - BE/B.Tech
"St. Thomas College of Engineering And Technology (STCET), Chengannur",KEAM - BE/B.Tech
ICET Muvattupuzha,KEAM - BE/B.Tech
"College Of Engineering (CEP), Kollam",KEAM - BE/B.Tech
LBSCE Kasaragod,KEAM - BE/B.Tech
Musaliar Group Of Colleges,KEAM - BE/B.Tech
Mar Athanasius Group Of Colleges,KEAM - BE/B.Tech
Kcmt Group Of Institutions,KEAM - BE/B.Tech
D C Group Of Institutions,KEAM - BE/B.Tech
Ahalia School of Engineering & Technology,KEAM - BE/B.Tech
Ilahia School of Science And Technology,KEAM - BE/B.Tech
Holy Kings College of Engineering and Technology Muvattupuzha,KEAM - BE/B.Tech
Amal Jyothi College of Engineering,KEAM - BE/B.Tech
College of Engineering Aranmula,KEAM - BE/B.Tech
UKF College Of Engineering And Technology Kollam,KEAM - BE/B.Tech
Toms College of Engineering & Polytechnic Kottayam,KEAM - BE/B.Tech
Carmel College of Engineering & Technology,KEAM - BE/B.Tech
Calicut University Institute of Engineering & Technology,KEAM - BE/B.Tech
"Archana College of Engineering (ACE), Alappuzha",KEAM - BE/B.Tech
"Albertian Institute of Science and Technology (AISAT) Technical Campus (AISTTC), Kochi",KEAM - BE/B.Tech
"ACE College of Engineering (ACECE), Thiruvananthapuram",KEAM - BE/B.Tech
ILM College of Engineering and Technology Ernakulam,KEAM - BE/B.Tech
Sree Narayana Guru College of Engineering & Technology Payannur,KEAM - BE/B.Tech
Sreepathy Institute Of Management Techonlogy,KEAM - BE/B.Tech
Sree Ernakulathappan college of engineering and Management Trichur,KEAM - BE/B.Tech
College of Engineering & Management_Punnapra Alappuzha,KEAM - BE/B.Tech
Heera College of Engineering & Technology,KEAM - BE/B.Tech
Valia Koonambaikulathamma College of Engineering and Technology Trivandrum,KEAM - BE/B.Tech
Sri Vellappally Natesan College of Engineering Mavelikkara,KEAM - BE/B.Tech
Musaliar College of Engineering Trivandrum,KEAM - BE/B.Tech
K. R Gouri Amma college of Engineering for Women Alappuzha,KEAM - BE/B.Tech
Trinity College of Engineering and Technology Thiruvananthapuram,KEAM - BE/B.Tech
Devaki Amma's Guruvayurappan College of Architecture,KEAM - BE/B.Tech
College of Dairy Science and Technology,KEAM - BE/B.Tech
Mar Baselios College of Engineering and Technology Thiruvananthapuram,KEAM - BE/B.Tech
SCMS School of Engineering & Technology,KEAM - BE/B.Tech
Mangalam College of Engineering Kottayam,KEAM - BE/B.Tech
MountZion College of Engineering and Technology for Women Alappuza,KEAM - BE/B.Tech
Lourdes Matha College of Science and Technology,KEAM - BE/B.Tech
"Axis College Of Engineering And Technology (ACET), Thrissur",KEAM - BE/B.Tech
Thejus Engineering College,KEAM - BE/B.Tech
Mar Baselios Christian College of Engineering and Technology Idukki,KEAM - BE/B.Tech
Sree Buddha College of Engineering for Women Pathanamthitta,KEAM - BE/B.Tech
Jai Bharath College of Management & Engineering Technology,KEAM - BE/B.Tech
"College of Engineering (COE), Attingal",KEAM - BE/B.Tech
"College of Engineering (CE), Kannur",KEAM - BE/B.Tech
College of Engineering Kallooppara,KEAM - BE/B.Tech
Prime College of Engineering Palakkad,KEAM - BE/B.Tech
PRS College of Engineering and Technology Trivandrum,KEAM - BE/B.Tech
Pankajakasthuri College of Engineering and Technology Trivandrum,KEAM - BE/B.Tech
St. Gregorios College of Engineering Kasaragod,KEAM - BE/B.Tech
Holy Crescent College of Architecture,KEAM - BE/B.Tech
"College of Engineering (CEK), Kottarakara",KEAM - BE/B.Tech
"College of Engineering (CE), Kottayam",KEAM - BE/B.Tech
College of Engineering TRIKARIPUR,KEAM - BE/B.Tech
M.G. College of Engineering Thiruvananthapuram,KEAM - BE/B.Tech
Universal Engineering College,KEAM - BE/B.Tech
Marian Engineering College,KEAM - BE/B.Tech
M.E.S. College of Architecture,KEAM - BE/B.Tech
Hindustan College Of Engineering,KEAM - BE/B.Tech
Baselios Thomas I Catholicose College of Engineering and Technology,KEAM - BE/B.Tech
Baselios Mathews II College of Engineering,KEAM - BE/B.Tech
Sri Aravindar Engineering College,KEAM - BE/B.Tech
Vijnan Institute of Science & Technology,KEAM - BE/B.Tech
Travancore Engineering College,KEAM - BE/B.Tech
Sree Buddha College of Engineering Alappuzha,KEAM - BE/B.Tech
Sree Narayana Mangalam Institute of Management & Technology,KEAM - BE/B.Tech
Shahul Hameed Memorial Engineering College,KEAM - BE/B.Tech
MET'S School of Engineering,KEAM - BE/B.Tech
Matha College of Technology,KEAM - BE/B.Tech
Muslim Association College of Engineering Thiruvananthapuram,KEAM - BE/B.Tech
KMCT College Of Engineering Kozhikode,KEAM - BE/B.Tech
KMEA Engineering College,KEAM - BE/B.Tech
IES College of Engineering Thrissur,KEAM - BE/B.Tech
"Government Engineering College (GEC), Palakkad",KEAM - BE/B.Tech
Govt. Engineering College Thiruvananthapuram,KEAM - BE/B.Tech
"College of Engineering (COEC), Alappuzha",KEAM - BE/B.Tech
Royal College of Engineering & Technology Thrissur,KEAM - BE/B.Tech
"Hindu College (HC), New Delhi",12th Exam
Madras Christian College,12th Exam
H.R. College of commerce and economics,12th Exam
BIT Mesra,12th Exam
IMS Noida,12th Exam
Deen Dayal Upadhyaya College,12th Exam
BCAS New Delhi,12th Exam
Fairfield Institute of Management & Technology,12th Exam
Dyal Singh College,12th Exam
Mirza Ghalib Teacher s Training College,12th Exam
Amity University Ranchi,12th Exam
IITM Delhi,12th Exam
Prestige Institute of Management and Research,12th Exam
Deepshikha College of Fashion Technology,12th Exam
Ramjas College,12th Exam
"Christ College (CC), Rajkot",12th Exam
Shyam Lal College,12th Exam
"Jagannath Community College, Sector-3, Rohini",12th Exam
New Horizon Educational Institutions,12th Exam
Lakshmibai College,12th Exam
Bhairab Ganguly College,12th Exam
Uluberia College,12th Exam
Malda College,12th Exam
IIIT Kota,12th Exam
Gurudas College,12th Exam
Sonarpur Mahavidyalaya,12th Exam
Sri Aurobindo College,12th Exam
Jhargram Raj College,12th Exam
Kanchrapara College,12th Exam
"Acharya Institutes (AI, Ai Bangalore), Bangalore",12th Exam
Guru Nanak Institute of Pharmaceutical Science And Technology,WBJEE
MAKAUT Kolkata,WBJEE
Dr. B.C. Roy College Of Pharmacy & Allied Health,WBJEE
IEM Kolkata,WBJEE
Techno India University,WBJEE
Heritage Institute of Technology,WBJEE
Narula Institute of Technology Kolkata,WBJEE
Haldia Institute of Technology,WBJEE
"Asansol Engineering College (AEC), Asansol",WBJEE
"Future Institute of Engineering & Management- FIEM, Kolkata",WBJEE
MCKV Institute of Engineering,WBJEE
Siliguri Institute of Technology,WBJEE
Budge Budge Institute of Technology,WBJEE
Bharat Technology,WBJEE
NSHM Durgapur,WBJEE
Bengal School of Technology,WBJEE
Calcutta Institute of Engineering and Management,WBJEE
Institute of Pharmacy,WBJEE
Ideal Institute Of Engineering,WBJEE
BCDA College of Pharmacy and Technology,WBJEE
Camellia Institute of Technology,WBJEE
Gargi Memorial Institute of Technology,WBJEE
CET Bhubaneswar,WBJEE
Bengal Institute of Technology,WBJEE
Academy of Technology,WBJEE
OmDayal Group Of Institutions,WBJEE
Calcutta Institute of Technology,WBJEE
BCET Durgapur,WBJEE
"Modern Institute of Engineering & Technology (MIET), Hooghly",WBJEE
Gupta College of Technological Sciences,WBJEE
Dream Institute of Technology,WBJEE
"Aryabhatta Institute of Engineering & Management (AIEM), Durgapur",WBJEE
Bankura Unnayani Institute of Engineering,WBJEE
"Abacus Institute of Engineering & Management, Hooghly",WBJEE
MCET Murshidabad,WBJEE
Future Institute of Technology,WBJEE
"National Power Training Institute (NPTI), Durgapur",WBJEE
NSHM Kolkata,WBJEE
DIATM Durgapur,WBJEE
St. Mary's Technical Campus,WBJEE
Saroj Mohan Institute of Technology,WBJEE
Birbhum Institute of Engineering & Technology,WBJEE
Mallabhum Institute of Technology,WBJEE
NSEC Kolkata,WBJEE
Kanad Institute of Engineering & Management,WBJEE
Neotia Institute of Technology Management and Science,WBJEE
Dumkal Institute of Engineering and Technology,WBJEE
BCREC Durgapur,WBJEE
Techno Global,WBJEE
SIEM Siliguri,WBJEE
Swami Vivekananda Group of Institutions,WBJEE
Calcutta Institute of Pharmaceutical Technology and Allied Health Sciences,WBJEE
GCECT Kolkata,WBJEE
GIMT Krishnanagar,WBJEE
Department of Jute and Fibre Technology,WBJEE
UNIVERSITY SCIENCE INSTRUMENTATION CENTRE,WBJEE
Indian Institute of Aeronautical Science,WBJEE
"St. Thomas College of Engineering and Technology (STCET), Kolkata",WBJEE
Camellia Institute of Engineering & Technology,WBJEE
PCMT Kolkata,WBJEE
BPPIMT Kolkata,WBJEE
GCELT Kolkata,WBJEE
Camellia Group Of Colleges,WBJEE
CSET Barasat,WBJEE
Elite Group Of Institutions,WBJEE
JGEC Jalpaiguri,WBJEE
Faculty Council of Engineering & Technology - Jadavpur University,WBJEE
IEIT Durgapur,WBJEE
"Techno India (TIB), Howrah",WBJEE
Kanksa Academy of Technology & Management,WBJEE
BCETW Durgapur,WBJEE
Greater Kolkata College Of Engineering and Management,WBJEE
IMPSCET Malda,WBJEE
BIEMS Kolkata,WBJEE
Techno India Group Of Institutions,WBJEE
PURULIA GOVERNMENT ENGINEERING COLLEGE Purulia,WBJEE
COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE Coochbehar,WBJEE
Supreme Knowledge Foundation -Sir J.C. Bose School Of Engineering,WBJEE
Hemnalini Memorial College of Engineering,WBJEE
Dr. Sudhir Chandra Sur Institute of Technology and Sports Complex,WBJEE
JIS College of Engineering,WBJEE
College of Engineering and Management Midnapore,WBJEE
"Government College of Engineering and Textile Technology (GCETT), Hooghly",WBJEE
Kalyani Govt. Engineering College,WBJEE
JLD College of Engineering & Management Baruipur,WBJEE
Hooghly Engineering and Technology College,WBJEE
"Government College of Engineering and Textile Technology (GCETTB), Berhampore",WBJEE
SETGOI- Rani Rashmoni School of Architecture,WBJEE
"West Bengal University of Animal & Fishery Sciences
                        (WBUAFS)
                        , Kolkata",WBJEE
Nopany Institute of Healthcare Studies,WBJEE
"Vignan's Foundation for Science, Technology and Research (Deemed to be University)",AP EAMCET
VRSEC Vijayawada,AP EAMCET
SVEC Tirupati,AP EAMCET
Vidya Jyothi Institute of Technology,AP EAMCET
Vignan's Institute of Information Technology,AP EAMCET
"Annamacharya Institute of Technology & Sciences (AITS), Rajampet",AP EAMCET
Anil Neerukonda Institute of Technology And Sciences,AP EAMCET
BVRIT Hyderabad,AP EAMCET
Malla Reddy Institute of Engineering and Technology,AP EAMCET
Chalapathi Institute of Engineering and Technology,AP EAMCET
Dhanekula Institute of Engineering and Technology,AP EAMCET
"Aditya Institute of Technology and Management (AITAM), Srikakulam",AP EAMCET
VVIT Guntur,AP EAMCET
